plot_id,basal_area,aerial_biomass_total,trunk_bark_biomass,leaf_biomass,trunk_wood_biomass,branch_wo_leaves_biomass,basal_area_dec_dominant,density_dec_dominant,aerial_carbon_total,trunk_bark_carbon,accumulated_aerial_co2,dbh,density,basal_area_species_dominant,density_species_dominant,basal_area_genus_dominant,density_genus_dominant,over_bark_volume,coords_longitude,coords_latitude,admin_region,admin_municipality,topo_altitude_asl,clim_prec_year,clim_tmin_year
P_03865,40.92,242.33,26.32,6.67,145.64,63.69,Conífera,Esclerofil·le,120,13.39,440.01,19.05,1435.79,Pinus halepensis,Quercus ilex,Pinus,Quercus,265.68,2.09,41.49,Vallès Occidental,Cerdanyola del Vallès,145.4,564.7,9.4
P_03873,27.01,160.62,20,4.01,98.46,38.13,Conífera,Esclerofil·le,79.66,10.19,292.07,19.69,886.46,Pinus halepensis,Quercus ilex,Pinus,Quercus,185.57,2.14,41.47,Vallès Occidental,Cerdanyola del Vallès,121.3,584.3,10.3
P_03877,28.98,121.88,17.4,5.32,67.78,31.38,Esclerofil·le,Esclerofil·le,59.33,8.46,217.56,12.54,2346.44,Quercus ilex,Quercus ilex,Quercus,Quercus,119.05,2.13,41.47,Vallès Occidental,Cerdanyola del Vallès,144.82,594.3,10.6
P_03883,9.4,31.56,4.61,1.97,14.81,10.18,Esclerofil·le,Esclerofil·le,15.44,2.26,56.63,10.69,1046.89,Quercus ilex,Quercus ilex,Quercus,Quercus,28.42,2.03,41.46,Vallès Occidental,Sant Cugat del Vallès,223.64,682.8,9.9
P_03887,17.22,89.53,12.15,2.13,51.44,23.81,Conífera,Conífera,45.2,6.4,165.75,27.49,290.02,Pinus halepensis,Pinus halepensis,Pinus,Pinus,110.13,2.1,41.46,Vallès Occidental,Sant Cugat del Vallès,196.39,625.4,10.6
P_03900,20.83,115.34,13.44,3.83,68.81,29.26,Conífera,Esclerofil·le,57.04,6.76,209.15,15.62,1086.5,Quercus ilex,Quercus ilex,Quercus,Quercus,125.04,2.03,41.45,Vallès Occidental,Sant Cugat del Vallès,203.81,691.1,9.9
P_03904,34.33,166.44,24.33,5.13,95.82,41.15,Conífera,Caducifoli,82.62,12.26,302.94,14.95,1954.56,Pinus halepensis,Quercus humilis,Pinus,Quercus,191.02,2.07,41.45,Vallès Occidental,Sant Cugat del Vallès,195.13,658.3,10.4
P_03906,20.26,102.71,13.17,3.12,58.54,27.88,Conífera,Esclerofil·le,50.86,6.7,186.49,18.77,732.11,Pinus halepensis,Quercus ilex,Pinus,Quercus,111.03,2.1,41.45,Vallès Occidental,Sant Cugat del Vallès,223.7,649.7,10.7
P_03927,19.79,80.46,10.65,2.8,41.71,25.3,Conífera,Esclerofil·le,40.22,5.49,147.46,18.2,760.41,Pinus halepensis,Pinus halepensis,Pinus,Quercus,86.22,2.1,41.44,Vallès Occidental,Sant Cugat del Vallès,310,681.3,10.6
P_04046,1.83,4.53,1.36,0.24,2.13,0.79,Caducifoli,Caducifoli,2.18,0.64,7.98,9.58,254.65,Quercus humilis,Quercus humilis,Quercus,Quercus,4.85,2.23,41.49,Vallès Oriental,Sant Fost de Campsentelles,439.08,735.9,9.1
P_04052,1.02,3.27,0.42,0.19,1.57,1.08,Conífera,Conífera,1.68,0.23,6.15,30.3,14.15,Pinus pinea,Pinus pinea,Pinus,Pinus,3.64,2.21,41.48,Vallès Occidental,Montcada i Reixac,229.42,635.1,10
P_04057,13.31,57.65,7.84,1.72,31.05,17.03,Conífera,Caducifoli,28.63,3.96,104.98,21.89,353.68,Pinus halepensis,Quercus humilis,Pinus,Quercus,61.14,2.15,41.47,Vallès Occidental,Cerdanyola del Vallès,151.97,578.6,10.8
P_04059,22.8,106.47,15.05,2.88,60.23,28.32,Conífera,Conífera,53.85,7.95,197.47,24.09,500.24,Pinus halepensis,Pinus halepensis,Pinus,Pinus,132.53,2.15,41.46,Vallès Occidental,Cerdanyola del Vallès,191.32,609.2,10.9
P_04060,33.94,201.15,25.81,4.5,120.51,50.33,Conífera,Esclerofil·le,101.17,13.55,370.94,21.48,936.4,Pinus halepensis,Quercus ilex,Pinus,Quercus,249.11,2.16,41.46,Vallès Occidental,Montcada i Reixac,224.81,601.7,10.9
P_04228,5.08,20.7,2.21,1.32,10.87,6.29,Esclerofil·le,Esclerofil·le,10.01,1.07,36.71,11.91,456.24,Quercus ilex,Quercus ilex,Quercus,Quercus,17.72,2.41,41.76,Vallès Oriental,Fogars de Montclús,600.73,810.5,7.2
P_04231,38.9,257.39,31.93,7.12,170.61,47.74,Esclerofil·le,Esclerofil·le,124.09,15.42,454.98,19.19,1344.68,Quercus ilex,Quercus ilex,Quercus,Quercus,266.75,2.45,41.72,Vallès Oriental,Fogars de Montclús,314.63,818.4,8.2
P_04233,31.4,180.81,23.26,4.18,108.53,44.84,Conífera,Conífera,90.65,12.15,332.4,23.21,742.3,Pinus halepensis,Pinus halepensis,Pinus,Pinus,220.24,2.35,41.69,Vallès Oriental,Cànoves i Samalús,383.09,759.9,8
P_04270,17.62,86.58,11.65,2.85,50.15,21.94,Conífera,Conífera,44.12,6.22,161.79,27.76,291.15,Pinus pinea,Pinus pinea,Pinus,Pinus,109.99,2.09,41.51,Vallès Occidental,Cerdanyola del Vallès,197.49,591.1,8.7
P_04271,23.27,133.56,16.52,3.64,82.72,30.68,Esclerofil·le,Esclerofil·le,65.15,8.05,238.88,15.9,1171.8,Quercus ilex,Quercus ilex,Quercus,Quercus,138.71,2.06,41.5,Vallès Occidental,Sant Cugat del Vallès,197.7,596.1,9.1
P_04272,7.75,42.11,5,1.39,25.88,9.84,Esclerofil·le,Esclerofil·le,20.43,2.43,74.9,19.1,270.35,Quercus ilex,Quercus ilex,Quercus,Quercus,41.43,2.18,41.66,Vallès Oriental,Bigues i Riells,458.35,737.5,7.3
P_04425,23.45,66.38,4.74,2.68,38.48,20.47,Caducifoli,Caducifoli,32.1,2.24,117.68,11.5,2256.46,Fagus sylvatica,Fagus sylvatica,Fagus,Fagus,63.53,2.35,41.76,Vallès Oriental,Montseny,1099.52,952.1,5.5
P_04434,10.01,38.35,5.67,1.2,20.44,11.04,Conífera,Conífera,19.41,2.99,71.16,17.51,415.36,Pinus halepensis,Pinus halepensis,Pinus,Pinus,45.94,1.99,41.46,Vallès Occidental,Castellbisbal,81.15,675.5,10.1
P_04437,10.4,56.76,6.4,1.49,32.86,16.02,Conífera,Esclerofil·le,27.96,3.23,102.53,25.44,204.71,Pinus halepensis,Quercus ilex,Pinus,Quercus,57.83,2.11,41.63,Vallès Occidental,Sentmenat,331.92,678.2,7.9
P_04438,34.82,206.44,23.8,5.42,122.31,54.91,Conífera,Esclerofil·le,102.42,12.15,375.55,19.49,1167.42,Pinus halepensis,Quercus ilex,Pinus,Quercus,227.61,2.11,41.68,Vallès Occidental,Gallifa,464.23,702.8,7.5
P_04450,3.77,8.18,1.72,0.67,3.45,2.34,Conífera,Conífera,4.07,0.85,14.93,10.38,445.63,Pinus pinea,Pinus pinea,Pinus,Pinus,8.2,2.2,41.48,Vallès Occidental,Montcada i Reixac,70.17,581.2,10.5
P_04452,4.81,17.05,3.04,1.12,7.97,4.92,Esclerofil·le,Esclerofil·le,8.16,1.43,29.93,10.64,541.13,Quercus ilex,Quercus ilex,Quercus,Quercus,13.68,2.22,41.49,Vallès Occidental,Montcada i Reixac,265.44,693,9.4
P_04453,3.02,9.54,1.44,0.69,4.49,2.92,Esclerofil·le,Esclerofil·le,4.59,0.68,16.83,9.29,445.63,Arbutus unedo,Arbutus unedo,Quercus,Arbutus,7.75,2.22,41.5,Vallès Oriental,Sant Fost de Campsentelles,250.4,674.3,9.5
P_04455,10.1,34.81,4.77,1.57,17.01,11.46,Conífera,Conífera,17.71,2.54,64.95,16.76,457.8,Pinus halepensis,Pinus pinea,Pinus,Pinus,38.96,1.96,41.54,Vallès Occidental,Ullastrell,212.39,666.9,9.3
P_04457,7.82,27.65,3.92,1.49,14.25,7.99,Conífera,Caducifoli,14,2.04,51.35,16.7,357.21,Pinus pinea,Quercus humilis,Pinus,Quercus,30.95,2.34,41.57,Vallès Oriental,la Roca del Vallès,313.66,700.8,8.8
P_04462,22.24,190.92,24.19,2.1,139.49,25.14,Caducifoli,Caducifoli,92.01,11.83,337.36,38.06,195.51,Populus nigra,Populus nigra,Populus,Populus,263.65,2.24,41.64,Vallès Oriental,Santa Eulàlia de Ronçana,145.68,657.9,8.9
P_04464,27.26,155.21,16.94,5.42,94.74,38.11,Conífera,Esclerofil·le,77.91,8.79,285.66,19.3,931.59,Pinus pinea,Quercus ilex,Pinus,Quercus,181.25,2.34,41.66,Vallès Oriental,les Franqueses del Vallès,267.14,722.3,8.4
P_04468,19.99,81.8,8.32,4.69,43.74,25.05,Esclerofil·le,Esclerofil·le,39.49,3.97,144.8,13.35,1426.88,Quercus ilex,Quercus ilex,Quercus,Quercus,67.17,2.35,41.75,Vallès Oriental,Tagamanent,1181.15,992.7,5.1
P_04505,1.38,5.17,0.93,0.13,3.43,0.68,Caducifoli,Caducifoli,2.57,0.52,9.41,24.9,28.29,Ulmus minor,Ulmus minor,Ulmus,Ulmus,7.08,2.52,41.7,Vallès Oriental,Sant Celoni,108.77,779.2,8.9
P_04506,23.76,137.79,16.99,2.4,94.57,23.83,Caducifoli,Caducifoli,66.27,8.23,243,25.04,482.56,Alnus glutinosa,Quercus faginea,Alnus,Quercus,178.77,2.58,41.69,Vallès Oriental,Sant Celoni,141.13,791.1,9.4
P_04543,16.05,112.19,11.87,1.76,69.35,29.21,Conífera,Conífera,56.54,6.27,207.33,43.6,107.52,Pinus halepensis,Pinus halepensis,Pinus,Pinus,139.02,2.07,41.62,Vallès Occidental,Castellar del Vallès,309.02,663.1,8.2
P_04544,18.7,87.09,10.56,3.65,48.73,24.15,Esclerofil·le,Esclerofil·le,42.51,5.19,155.88,20.55,563.9,Quercus ilex,Quercus ilex,Quercus,Quercus,80.84,2.21,41.66,Vallès Oriental,Santa Eulàlia de Ronçana,316.85,700.5,7.9
